Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote
Democratic People's Republic of Korea,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Democratic Republic of the Congo,20 000 ,14 000 , 28 000,,24 000 ,18 000 , 33 000,,28 000 ,21 000 , 38 000,,31 000 ,24 000 , 42 000,,35 000 ,27 000 , 47 000,,40 000 ,31 000 , 54 000,,44 000 ,34 000 , 58 000,,46 000 ,36 000 , 61 000,,48 000 ,38 000 , 63 000,,50 000 ,40 000 , 65 000,,51 000 ,41 000 , 67 000,,52 000 ,42 000 , 68 000,,53 000 ,43 000 , 69 000,,53 000 ,43 000 , 69 000,,52 000 ,42 000 , 67 000,,51 000 ,41 000 , 65 000,,49 000 ,39 000 , 63 000,,47 000 ,37 000 , 60 000,,46 000 ,37 000 , 59 000,,45 000 ,36 000 , 57 000,,43 000 ,34 000 , 54 000,,41 000 ,33 000 , 53 000,,39 000 ,32 000 , 50 000,,35 000 ,28 000 , 46 000,,33 000 ,26 000 , 43 000,,29 000 ,23 000 , 38 000,,26 000 ,20 000 , 34 000,,22 000 ,16 000 , 29 000,,19 000 ,14 000 , 27 000,,21 000 ,15 000 , 29 000,,17 000 ,12 000 , 24 000,,14 000 ,10 000 , 20 000,,12 000 ,8800 , 17 000,,11 000 ,8400 , 15 000,
Denmark,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<100 ,<100 , <200,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Djibouti,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,1000 ,<1000 , 1300,,1100 ,<1000 , 1400,,1100 ,<1000 , 1400,,1100 ,<1000 , 1500,,1200 ,<1000 , 1500,,1200 ,<1000 , 1600,,1100 ,<1000 , 1500,,1100 ,<1000 , 1500,,1100 ,<1000 , 1400,,1100 ,<1000 , 1400,,1100 ,<1000 , 1400,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,<1000 ,<500 , 1100,,<1000 ,<500 , 1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,
Dominican Republic,<1000 ,<500 , 1500,,<1000 ,<1000 , 1800,,1200 ,<1000 , 2200,,1600 ,1100 , 2700,,2000 ,1400 , 3200,,2500 ,1800 , 3700,,3000 ,2200 , 4300,,3500 ,2600 , 4800,,3900 ,3000 , 5300,,4400 ,3300 , 5700,,4800 ,3700 , 6100,,5100 ,4000 , 6300,,5400 ,4400 , 6600,,5700 ,4700 , 6800,,5800 ,4900 , 6900,,5600 ,4700 , 6500,,5100 ,4300 , 6000,,4500 ,3700 , 5400,,4000 ,3200 , 4800,,3600 ,2800 , 4400,,3300 ,2600 , 4200,,3300 ,2500 , 4100,,3100 ,2400 , 4000,,3000 ,2300 , 3900,,2900 ,2200 , 3800,,2600 ,1900 , 3500,,2600 ,1800 , 3400,,2600 ,1900 , 3500,,2500 ,1800 , 3500,,2400 ,1600 , 3400,,2300 ,1500 , 3300,,2000 ,1300 , 3000,,1700 ,1000 , 2500,,1400 ,<1000 , 2100,
Ecuador,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1200,,<1000 ,<500 , 1400,,1000 ,<1000 , 1500,,1200 ,<1000 , 1600,,1300 ,<1000 , 1700,,1400 ,<1000 , 1900,,1400 ,1100 , 1900,,1400 ,1100 , 1800,,1400 ,1100 , 1800,,1400 ,1100 , 1700,,1200 ,<1000 , 1500,,1000 ,<1000 , 1300,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1300,,1000 ,<1000 , 1300,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,
Egypt,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,
El Salvador,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <500,,<500 ,<500 , <500,
Equatorial Guinea,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Eritrea,<1000 ,<500 , 1400,,<1000 ,<500 , 1600,,<1000 ,<500 , 1600,,<1000 ,<500 , 1800,,1100 ,<1000 , 2100,,1300 ,<1000 , 2300,,1600 ,1000 , 2700,,1700 ,1100 , 2900,,1800 ,1200 , 3000,,1900 ,1300 , 3000,,2000 ,1400 , 3100,,2100 ,1400 , 3100,,2200 ,1500 , 3100,,2200 ,1500 , 3100,,2300 ,1600 , 3200,,2200 ,1600 , 3100,,2000 ,1300 , 2700,,1700 ,1100 , 2300,,1400 ,<1000 , 2000,,1200 ,<1000 , 1800,,1100 ,<1000 , 1700,,1000 ,<1000 , 1500,,<1000 ,<500 , 1400,,<1000 ,<500 , 1200,,<1000 ,<500 , 1100,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<200 , <1000,
Estonia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,... ,... , ...,,... ,... , ...,
Eswatini,<200 ,<100 , <200,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,1400 ,1200 , 1800,,2000 ,1600 , 2400,,2700 ,2300 , 3300,,3600 ,3100 , 4400,,4600 ,4000 , 5500,,5700 ,4900 , 6700,,6800 ,6000 , 8000,,7800 ,6900 , 9000,,8700 ,7700 , 10 000,,9500 ,8500 , 11 000,,10 000 ,9000 , 11 000,,10 000 ,8900 , 11 000,,9000 ,8100 , 10 000,,8200 ,7300 , 9500,,7700 ,6800 , 8900,,7100 ,6100 , 8200,,6200 ,5400 , 7300,,5200 ,4500 , 6200,,5000 ,4300 , 6100,,4900 ,4100 , 5900,,4700 ,4100 , 5600,,4500 ,4000 , 5100,,4000 ,3500 , 4700,,3400 ,2900 , 4100,,3200 ,2700 , 3800,,3500 ,2900 , 4100,,3400 ,2900 , 4100,,3100 ,2600 , 3700,,3200 ,2700 , 3800,,3100 ,2600 , 3700,
Ethiopia,17 000 ,11 000 , 32 000,,23 000 ,14 000 , 43 000,,29 000 ,18 000 , 54 000,,35 000 ,22 000 , 66 000,,42 000 ,26 000 , 78 000,,48 000 ,30 000 , 89 000,,54 000 ,34 000 , 100 000,,59 000 ,37 000 , 110 000,,64 000 ,40 000 , 120 000,,67 000 ,43 000 , 130 000,,70 000 ,44 000 , 130 000,,72 000 ,45 000 , 130 000,,72 000 ,46 000 , 130 000,,72 000 ,46 000 , 130 000,,70 000 ,44 000 , 130 000,,65 000 ,41 000 , 120 000,,57 000 ,36 000 , 110 000,,47 000 ,30 000 , 88 000,,38 000 ,24 000 , 70 000,,31 000 ,20 000 , 58 000,,26 000 ,16 000 , 48 000,,21 000 ,14 000 , 40 000,,19 000 ,12 000 , 34 000,,17 000 ,11 000 , 32 000,,17 000 ,11 000 , 31 000,,16 000 ,10 000 , 30 000,,15 000 ,9800 , 29 000,,15 000 ,9500 , 28 000,,14 000 ,9200 , 27 000,,14 000 ,8900 , 26 000,,13 000 ,8200 , 24 000,,12 000 ,7400 , 22 000,,11 000 ,6900 , 20 000,,10 000 ,6400 , 19 000,
Fiji,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,
Finland,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
France,3000 ,2400 , 3700,,3500 ,2800 , 4200,,3900 ,3200 , 4700,,4300 ,3500 , 5100,,4600 ,3800 , 5400,,4800 ,4100 , 5700,,5000 ,4200 , 5900,,3100 ,2500 , 3800,,1300 ,1100 , 1700,,<1000 ,<1000 , 1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,
Gabon,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<500 , 1300,,<1000 ,<1000 , 1600,,1200 ,<1000 , 2000,,1400 ,<1000 , 2400,,1700 ,1200 , 2700,,1900 ,1300 , 3100,,2200 ,1500 , 3300,,2400 ,1600 , 3600,,2600 ,1700 , 3800,,2700 ,1800 , 4000,,2700 ,1700 , 3900,,2300 ,1500 , 3500,,2200 ,1400 , 3300,,2300 ,1400 , 3300,,2300 ,1500 , 3400,,2300 ,1600 , 3300,,2300 ,1600 , 3300,,2300 ,1500 , 3100,,2000 ,1400 , 2700,,1800 ,1200 , 2500,,1700 ,1200 , 2300,,1800 ,1200 , 2500,,2000 ,1400 , 2700,,2100 ,1500 , 2800,,2200 ,1600 , 2900,,2200 ,1600 , 2900,,2200 ,1600 , 2900,,2200 ,1600 , 2900,,2000 ,1400 , 2700,,1800 ,1300 , 2500,
Gambia,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1300,,1100 ,<1000 , 1500,,1200 ,<1000 , 1600,,1300 ,<1000 , 1700,,1300 ,<1000 , 1800,,1400 ,1100 , 2000,,1500 ,1100 , 2000,,1500 ,1100 , 2100,,1500 ,1100 , 2000,,1300 ,<1000 , 1800,,1300 ,<1000 , 1800,,1300 ,<1000 , 1900,,1400 ,<1000 , 2000,,1400 ,<1000 , 2000,,1400 ,<1000 , 2000,,1400 ,<1000 , 2000,,1400 ,<1000 , 2000,,1400 ,<1000 , 2000,,1500 ,1000 , 2000,,1500 ,<1000 , 2100,,1400 ,<1000 , 2000,,1300 ,<1000 , 1900,
Georgia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Germany,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,<500 ,<500 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,... ,... , ...,,... ,... , ...,
Ghana,4200 ,2300 , 7600,,5500 ,3100 , 9300,,6900 ,4000 , 11 000,,8500 ,5100 , 13 000,,10 000 ,6900 , 15 000,,12 000 ,8600 , 16 000,,14 000 ,10 000 , 18 000,,15 000 ,12 000 , 20 000,,17 000 ,13 000 , 22 000,,19 000 ,15 000 , 24 000,,20 000 ,17 000 , 25 000,,22 000 ,18 000 , 27 000,,23 000 ,19 000 , 28 000,,24 000 ,20 000 , 28 000,,24 000 ,21 000 , 29 000,,24 000 ,21 000 , 29 000,,24 000 ,21 000 , 28 000,,23 000 ,20 000 , 27 000,,22 000 ,18 000 , 25 000,,20 000 ,17 000 , 24 000,,19 000 ,16 000 , 23 000,,17 000 ,14 000 , 21 000,,16 000 ,12 000 , 19 000,,16 000 ,12 000 , 19 000,,16 000 ,12 000 , 19 000,,16 000 ,12 000 , 19 000,,16 000 ,12 000 , 20 000,,16 000 ,12 000 , 20 000,,16 000 ,12 000 , 19 000,,16 000 ,12 000 , 19 000,,15 000 ,11 000 , 19 000,,14 000 ,10 000 , 18 000,,13 000 ,9300 , 17 000,,12 000 ,8500 , 17 000,
Greece,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Guatemala,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1200 ,1100 , 1300,,1300 ,1200 , 1500,,1500 ,1400 , 1700,,1600 ,1500 , 1800,,1800 ,1600 , 2000,,1500 ,1400 , 1700,,1300 ,1200 , 1500,,1400 ,1300 , 1600,,1300 ,1200 , 1500,,1000 ,<1000 , 1200,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,
Guinea,<1000 ,<200 , 1100,,<1000 ,<500 , 1400,,<1000 ,<500 , 1800,,1200 ,<1000 , 2200,,1500 ,<1000 , 2700,,1900 ,1200 , 3200,,2300 ,1500 , 3700,,2800 ,2000 , 4200,,3200 ,2400 , 4700,,3700 ,2800 , 5200,,4200 ,3300 , 5700,,4700 ,3700 , 6200,,5100 ,4000 , 6600,,5500 ,4400 , 7100,,5900 ,4800 , 7500,,6100 ,5000 , 7600,,5800 ,4700 , 7300,,5600 ,4500 , 7300,,5500 ,4400 , 7200,,4800 ,3800 , 6400,,4400 ,3400 , 5800,,4300 ,3300 , 5800,,4300 ,3400 , 5800,,4300 ,3300 , 5700,,4800 ,3700 , 6300,,4900 ,3800 , 6400,,5200 ,4100 , 6700,,5300 ,4200 , 6700,,5300 ,4200 , 6700,,5000 ,4100 , 6400,,4400 ,3500 , 5600,,3900 ,3100 , 5100,,3600 ,2800 , 4600,,3200 ,2500 , 4200,
