Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote
Pakistan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , <1000,,1100 ,<1000 , 1300,,1600 ,1300 , 1900,,2200 ,1800 , 2600,,3000 ,2400 , 3500,,3700 ,3100 , 4400,,4500 ,3800 , 5300,,5300 ,4500 , 6200,,6100 ,5100 , 7000,,6700 ,5700 , 7700,,7200 ,6200 , 8300,,7700 ,6600 , 8800,,8200 ,7000 , 9300,,9100 ,7800 , 10 000,,10 000 ,9000 , 12 000,,11 000 ,9400 , 12 000,,11 000 ,9600 , 13 000,
Panama,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <500,
Papua New Guinea,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1200,,1100 ,<1000 , 1400,,1300 ,1100 , 1500,,1400 ,1200 , 1600,,1300 ,1100 , 1600,,1000 ,<1000 , 1300,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1100,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,1000 ,<1000 , 1200,,1100 ,<1000 , 1300,,1100 ,<1000 , 1300,,<1000 ,<1000 , 1200,
Paraguay,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,
Peru,1900 ,1300 , 2900,,2300 ,1600 , 3400,,2700 ,1900 , 3900,,3100 ,2300 , 4300,,3500 ,2500 , 4700,,3800 ,2800 , 5100,,4100 ,3100 , 5400,,4400 ,3400 , 5600,,4600 ,3600 , 5900,,4800 ,3800 , 6100,,4900 ,4000 , 6200,,5000 ,4100 , 6200,,4900 ,4000 , 6100,,4600 ,3800 , 5800,,4600 ,3700 , 5700,,4400 ,3600 , 5500,,3800 ,3100 , 4800,,3300 ,2600 , 4200,,2900 ,2200 , 3700,,2500 ,1900 , 3200,,1800 ,1300 , 2300,,1400 ,<1000 , 1900,,1300 ,<1000 , 1800,,1300 ,<1000 , 1800,,1300 ,<1000 , 1900,,1300 ,<1000 , 1900,,1300 ,<1000 , 1800,,1100 ,<1000 , 1500,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,
Philippines,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1300,,1100 ,<1000 , 1500,,1400 ,<1000 , 1900,,1700 ,1200 , 2300,,2000 ,1400 , 2700,
Poland,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Portugal,<500 ,<200 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1100 ,<1000 , 1400,,1300 ,1100 , 1600,,1300 ,<1000 , 1500,,1100 ,<1000 , 1400,,1100 ,<1000 , 1300,,1100 ,<1000 , 1300,,1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,
Qatar,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Republic of Korea,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Republic of Moldova,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1100,,<1000 ,<500 , 1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,
Romania,<100 ,<100 , <200,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <200,,<200 ,<200 , <500,,<200 ,<200 , <200,,<200 ,<200 , <500,
Russian Federation,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Rwanda,6000 ,3400 , 10 000,,7300 ,4400 , 12 000,,8600 ,5400 , 14 000,,10 000 ,6700 , 15 000,,10 000 ,7300 , 15 000,,8000 ,5900 , 11 000,,9700 ,7300 , 13 000,,13 000 ,10 000 , 17 000,,15 000 ,12 000 , 19 000,,16 000 ,13 000 , 20 000,,17 000 ,14 000 , 21 000,,18 000 ,15 000 , 21 000,,18 000 ,16 000 , 22 000,,19 000 ,16 000 , 22 000,,18 000 ,15 000 , 21 000,,15 000 ,13 000 , 18 000,,12 000 ,10 000 , 15 000,,10 000 ,8600 , 13 000,,8900 ,7200 , 11 000,,7700 ,6200 , 10 000,,6800 ,5400 , 9200,,6000 ,4600 , 8400,,5300 ,4100 , 7600,,4800 ,3700 , 6800,,4400 ,3500 , 6200,,4000 ,3300 , 5700,,3800 ,3200 , 5200,,3400 ,2900 , 4700,,3200 ,2700 , 4500,,3100 ,2600 , 4400,,2900 ,2400 , 4100,,2800 ,2300 , 4000,,2700 ,2200 , 3700,,2600 ,2100 , 3500,
Saint Kitts and Nevis,<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals."
Saint Lucia,<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<100 ,<100 , <100,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals."
Sao Tome and Principe,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Saudi Arabia,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<200 , <500,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,
